Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,tariff (product.metafields.custom.tariff),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
luxmery-sleeve-compression-front-bra,,,,,,,,,Beige,,,M,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/SleeveCompressionFrontBraSizeChart.png?v=1677337334,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/329329greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Beige,,,L,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/23932932greybackground.webp?v=1677337334,3,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/329329greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Beige,,,XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/932392greybackground.webp?v=1677337334,4,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/329329greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Beige,,,2XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3023023whitebackground.webp?v=1677337334,5,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/329329greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Beige,,,3XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/933293whitebackground.webp?v=1677337334,6,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/329329greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Black,,,S,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/239392whitebackground.webp?v=1677337334,7,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/23932932greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Black,,,M,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/23932932greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Black,,,L,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/23932932greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Black,,,XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/23932932greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Black,,,2XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/23932932greybackground.webp?v=1677337334,kg,,,
luxmery-sleeve-compression-front-bra,,,,,,,,,Black,,,3XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/23932932greybackground.webp?v=1677337334,kg,,,
luxmery-waist-trainer-belt,Waist Trainer Belt,"<div id=""s-dfed3af2-e08a-408b-b420-c23ba032548a"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<h3 style=""text-align: center;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1"" mce-data-marked=""1"">FEEL COMFORT &amp; CONFIDENT NO MATTER WHAT!</span></strong></h3>
<p data-mce-fragment=""1"">The <em>Luxmery Waist Trainer Belt</em>, provides instant abdominal compression and lumbar support, wide enough to cover the stomach area and stay put during exercise.<em><br></em><br>Wear these waist belt all day long without any discomfort. With the special seamless process and over bump design, our <em>Luxmery Waist Trainer Belt</em> will also smooth the look of your curves perfectly.</p>
<p data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/32323292_480x480.png?v=1672203309"" width=""513"" height=""514"" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">A new way to get a nice compression, it will hold everything perfectly, help you get smooth curves with the most comfort. </span></p>
<p data-mce-fragment=""1"">Made of comfortable &amp; adjustable &amp; stretchy fabric, flexible and durable. The waist belt, fits to your body, and will not pitch or irritate your skin. <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""485"" width=""509"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/3293932_480x480.png?v=1672202979"" alt=""""></span></p>
</div>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">SPECIFICATIONS:</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Color: Black</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Fabric: Polyester and Spandex</span></li>
</ul>
<h3 style=""text-align: center;"" data-mce-style=""text-align: center;""><strong>SIZING CHART</strong></h3>
<div data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/waisttrainerchart_480x480.png?v=1672202861"" alt=""""></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""><br><strong data-mce-fragment=""1"">Important:</strong> We recommend sizing down at least 1 size if you prefer a tighter snatched look. Reach out to us if you have any sizing questions!<br><br></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1"">
<h2 style=""text-align: center;"" data-mce-fragment=""1"" data-mce-style=""text-align: center;""><strong data-mce-fragment=""1"">OUR GUARANTEE<br></strong></h2>
<p style=""text-align: left;"" data-mce-fragment=""1"" data-mce-style=""text-align: left;""> </p>
</div>",Charming Pups,,"","",true,Color,Black,,Size,XS,,,,,,0.0,,deny,manual,25.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/30230greybackground.webp?v=1677337323,1,"",false,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/30230greybackground.webp?v=1677337323,kg,,,active
luxmery-waist-trainer-belt,,,,,,,,,Black,,,S,,,,,,0.0,,deny,manual,25.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/sizechart10807.png?v=1677337323,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/30230greybackground.webp?v=1677337323,kg,,,
luxmery-waist-trainer-belt,,,,,,,,,Black,,,M,,,,,,0.0,,deny,manual,25.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/32323292greybackground.webp?v=1677337323,3,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/30230greybackground.webp?v=1677337323,kg,,,
luxmery-waist-trainer-belt,,,,,,,,,Black,,,L,,,,,,0.0,,deny,manual,25.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392393greybackground.webp?v=1677337323,4,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/30230greybackground.webp?v=1677337323,kg,,,
luxmery-waist-trainer-belt,,,,,,,,,Black,,,XL,,,,,"",0.0,,deny,manual,25.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/302303greybackground.webp?v=1677337323,5,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/30230greybackground.webp?v=1677337323,kg,,,
luxmery-waist-trainer-belt,,,,,,,,,Black,,,2XL,,,,,"",0.0,,deny,manual,25.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/329932whitebackground.webp?v=1677337323,6,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/30230greybackground.webp?v=1677337323,kg,,,
luxmery-waist-trainer-belt,,,,,,,,,Black,,,3XL,,,,,"",0.0,,deny,manual,25.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3293932whitebackground.webp?v=1677337323,7,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/30230greybackground.webp?v=1677337323,kg,,,
luxmery-zipper-waist-corset,Zipper Waist Corset,"<div data-mce-fragment=""1"" id=""s-dfed3af2-e08a-408b-b420-c23ba032548a"">
<div data-mce-fragment=""1"">
<h3 data-mce-fragment=""1"" style=""text-align: center;""><strong data-mce-fragment=""1""><span data-mce-fragment=""1"" mce-data-marked=""1"">FEEL COMFORT &amp; CONFIDENT NO MATTER WHAT!</span></strong></h3>
<p data-mce-fragment=""1"">The <em>Luxmery Zipper Waist Corset</em>, provides instant abdominal compression and lumbar support, wide enough to cover the stomach area and stay put during exercise.<em><br></em><br>Wear these waist belt all day long without any discomfort. With the special seamless process and over bump design, our <em>Luxmery Zipper Waist Corset</em> will also smooth the look of your curves perfectly.</p>
<p data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/93293_480x480.png?v=1672276598"" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">A new way to get a nice compression, it will hold everything perfectly, help you get smooth curves with the most comfort. </span></p>
<p data-mce-fragment=""1"">Made of comfortable &amp; adjustable &amp; stretchy fabric, flexible and durable. The waist belt, fits to your body, and will not pitch or irritate your skin. <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/932239_480x480.png?v=1672276364"" alt=""""></span></p>
</div>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">SPECIFICATIONS:</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Color: Black/Pink</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Fabric: Polyester and Spandex</span></li>
</ul>
<h3 style=""text-align: center;"" data-mce-style=""text-align: center;""><strong>SIZING CHART</strong></h3>
<div data-mce-fragment=""1""><img height=""403"" width=""497"" style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/932923_d825ee68-fed1-4667-be7c-4d4b1e8e2fbf_480x480.png?v=1672276316"" alt=""""></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""><br><strong data-mce-fragment=""1"">Important:</strong> We recommend sizing down at least 1 size if you prefer a tighter snatched look. Reach out to us if you have any sizing questions!<br><br></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1"">
<h2 data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;""><strong data-mce-fragment=""1"">OUR GUARANTEE<br></strong></h2>
<p data-mce-fragment=""1"" style=""text-align: left;"" data-mce-style=""text-align: left;""> </p>
</div>",Charming Pups,,"","",true,Color,Black,,Size,S,,,,,,0.0,,deny,manual,25.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392329.png?v=1677337311,1,"",false,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392329.png?v=1677337311,kg,,,active
luxmery-zipper-waist-corset,,,,,,,,,Black,,,M,,,,,,0.0,,deny,manual,25.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/sizechart10808.png?v=1677337311,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392329.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Black,,,L,,,,,,0.0,,deny,manual,25.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9329233.png?v=1677337311,3,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392329.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Black,,,XL,,,,,,0.0,,deny,manual,25.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392932.png?v=1677337311,4,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392329.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Black,,,2XL,,,,,,0.0,,deny,manual,25.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/932239.png?v=1677337311,5,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392329.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Black,,,3XL,,,,,,0.0,,deny,manual,25.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2330223.png?v=1677337311,6,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392329.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Black,,,4XL,,,,,"",0.0,,deny,manual,25.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/932922.png?v=1677337311,7,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392329.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Pink,,,S,,,,,"",0.0,,deny,manual,25.00,,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9329233.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Pink,,,M,,,,,"",0.0,,deny,manual,25.00,,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9329233.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Pink,,,L,,,,,"",0.0,,deny,manual,25.00,,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9329233.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Pink,,,XL,,,,,"",0.0,,deny,manual,25.00,,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9329233.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Pink,,,2XL,,,,,"",0.0,,deny,manual,25.00,,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9329233.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Pink,,,3XL,,,,,"",0.0,,deny,manual,25.00,,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9329233.png?v=1677337311,kg,,,
luxmery-zipper-waist-corset,,,,,,,,,Pink,,,4XL,,,,,"",0.0,,deny,manual,25.00,,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9329233.png?v=1677337311,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,Sleeve Compression Front Closure Bra,"<div id=""s-dfed3af2-e08a-408b-b420-c23ba032548a"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<h3 style=""text-align: center;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1"" mce-data-marked=""1"">GET A BETTER POSTURE + MAXIMUM COMFORT!</span></strong></h3>
<p data-mce-fragment=""1"">Slim your arms and back, this arm compression slimmer with middle sleeves will effectively compress and hold in your flabby fat arms, breast and high back, improving upper posture instantly. It provides invisible tops control under your beautiful dress. No one will know that you have it on.</p>
<p data-mce-fragment=""1"">The front closure sleeve compression post surgery everyday bras are designed to provide the post-surgical support, perfect to wear them everyday whether you're doing yoga, sleeping or work.<br></p>
<p data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/39232932_480x480.png?v=1673043976"" alt=""""></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This everyday bra has 4 rows of high quality and durable hooks in the front, helps you wear it off easily, designed to provide that needed post-surgical support.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">With the criss-cross back and double layer fabric designed, the Luxmery sleeve compression front closure bras provide extra back support, improve posture, reduce back pain and prevent straps from slipping off, bring optimal lift and support for post-surgical healing and comfort.<br></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""513"" width=""514"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/92392323_480x480.png?v=1673043994"" alt=""""></span></p>
</div>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">SPECIFICATIONS:</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Color: Black / Beige</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Fabric: Polyester and Spandex</span></li>
</ul>
<h3 style=""text-align: center;"" data-mce-style=""text-align: center;""><strong>SIZING CHART</strong></h3>
<div data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""247"" width=""532"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/PostSurgerySleeveCompressionFrontClosureBraSizeChart_480x480.png?v=1673043765"" alt=""""></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""><br><strong data-mce-fragment=""1"">Important:</strong> We recommend sizing down at least 1 size if you prefer a tighter snatched look. Reach out to us if you have any sizing questions!<br><br></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div>
<div data-mce-fragment=""1"">
<h2 style=""text-align: center;"" data-mce-fragment=""1"" data-mce-style=""text-align: center;""><strong data-mce-fragment=""1"">OUR GUARANTEE<br></strong></h2>
<p style=""text-align: left;"" data-mce-fragment=""1"" data-mce-style=""text-align: left;""> </p>
</div>",Charming Pups,,"","",true,Color,Beige,,Size,S,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,1,"",false,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,active
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Beige,,,M,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/blacklongsleeve.webp?v=1677337283,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Beige,,,L,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/longsleeve1.webp?v=1677337283,3,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Beige,,,XL,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/longsleeve2.webp?v=1677337283,4,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Beige,,,2XL,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Beige,,,3XL,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Black,,,S,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Black,,,M,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Black,,,L,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Black,,,XL,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Black,,,2XL,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-post-surgery-sleeve-compression-front-closure-bra,,,,,,,,,Black,,,3XL,,,,,"",0.0,,deny,manual,35.00,60.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/LPpictests_5.webp?v=1677337283,kg,,,
luxmery-skirt-bodysuit,Full Slip Shapewear Dress,"<div id=""s-dfed3af2-e08a-408b-b420-c23ba032548a"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div id=""s-dfed3af2-e08a-408b-b420-c23ba032548a"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<h3 style=""text-align: center;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1"" mce-data-marked=""1"">GIVES YOU ALL THE CONFIDENCE YOU NEED!</span></strong></h3>
<p data-mce-fragment=""1"">Say hello to the<em> Luxmery Full Slip Shapewear Dress, </em>this super soft bodysuit for women is designed with luxe, high-stretch, and breathable fabric that fits you perfectly and wraps itself around your body like a second skin.<span> </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">With the same smoothing technology found in each of our hourglass-enhancing shape suits, you'll look smooth, cute all at the same time.</span></p>
<p data-mce-fragment=""1"">The Luxmery <em data-mce-fragment=""1"">Full Slip Shapewear Dress</em> accentuates your body in all of the right places giving you an unmatched <em data-mce-fragment=""1""><strong data-mce-fragment=""1"">smoother</strong></em> look!</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""518"" width=""518"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/black5_480x480.png?v=1670453979"" alt=""""></span></p>
</div>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">SPECIFICATIONS:</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Color: Black / Beige</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Fabric: Nylon and Elastane</span></li>
</ul>
<h3><strong>SIZING CHART</strong></h3>
<div data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/3832832_480x480.png?v=1670453612"" alt=""""></div>
<div data-mce-fragment=""1"">
<br><span data-mce-fragment=""1""></span>
</div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""><br><strong>Important:</strong> We recommend sizing down at least 1 size if you prefer a tighter snatched look.   Reach out to us if you have any sizing questions!<br><br></span></div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><br>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><br>
</div>
<div data-mce-fragment=""1"">
<h2 style=""text-align: center;"" data-mce-fragment=""1"" data-mce-style=""text-align: center;""><strong data-mce-fragment=""1"">OUR GUARANTEE</strong></h2>
</div>
</div>
</div>
<div data-mce-fragment=""1""></div>",Charming Pups,,"","",true,Color,Black,,Size,S,,,,,"",0.0,,deny,manual,40.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/black1greybackground.webp?v=1677337266,1,"",false,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/black1greybackground.webp?v=1677337266,kg,,,active
luxmery-skirt-bodysuit,,,,,,,,,Black,,,M,,,,,"",0.0,,deny,manual,40.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/beigegreybackground.webp?v=1677337266,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/black1greybackground.webp?v=1677337266,kg,,,
luxmery-skirt-bodysuit,,,,,,,,,Black,,,L,,,,,"",0.0,,deny,manual,40.00,,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/black2greybackground.webp?v=1677337266,3,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/black1greybackground.webp?v=1677337266,kg,,,
